search_id,search_term,clicked,search_results_position
516,station,1,4
695,cat,0,5
36,dog,0,2
378,education,1,3
259,summer,1,3
840,airline,1,2
176,national,1,4
153,quality,1,3
946,police,1,5
601,education,1,4
599,education,1,5
474,national,0,1
184,education,1,1
879,rabbit,1,2
657,education,0,4
384,approach,0,3
838,law,0,5
46,quality,1,1
669,hotel,1,5
635,quality,1,4
917,cat,0,5
328,politics,0,4
299,rabbit,0,1
630,education,0,2
75,hotel,1,4
179,physical,0,3
637,summer,1,3
784,approach,1,5
247,politics,0,2
268,dog,1,3
702,police,1,5
183,fire,0,2
578,sister,0,1
585,law,0,1
22,fire,0,1
459,quality,1,2
579,hotel,0,2
365,police,0,3
240,police,1,5
722,politics,1,1
170,station,0,1
824,station,1,3
633,physical,1,4
25,dog,1,5
168,summer,0,4
191,physical,1,2
710,politics,0,2
958,sister,0,3
531,quality,0,2
270,police,0,2
42,law,0,3
223,station,1,5
262,national,0,3
688,approach,0,5
955,sister,1,2
115,station,0,3
158,education,1,1
564,physical,1,3
682,cat,0,3
68,rabbit,1,4
895,law,0,1
917,station,0,4
906,law,0,2
566,national,1,5
318,sister,1,1
242,dog,0,1
956,airline,0,1
483,dog,0,4
115,airline,0,5
705,dog,0,4
899,hotel,1,2
351,dog,0,1
927,police,1,1
303,station,1,1
621,national,0,4
775,police,1,5
931,quality,1,4
119,education,1,4
519,church,1,4
610,politics,1,5
829,law,0,1
569,hotel,1,1
221,law,1,3
72,approach,0,4
214,hotel,0,1
436,fire,0,5
776,airline,0,4
355,rabbit,0,4
305,airline,0,4
878,quality,1,1
269,station,0,5
403,church,1,1
789,physical,1,1
209,fire,1,5
696,rabbit,0,3
476,station,1,3
444,national,1,4
21,politics,1,3
68,summer,1,4
203,approach,1,3
576,police,1,2
613,church,1,5
757,station,1,1
118,physical,0,2
661,summer,1,2
273,sister,0,3
561,education,1,4
60,physical,1,3
458,cat,1,2
404,summer,1,3
706,cat,0,3
576,cat,1,2
710,church,0,2
366,approach,0,2
197,cat,1,4
625,fire,1,2
166,cat,1,4
180,physical,1,4
108,education,1,1
724,fire,0,5
468,summer,0,1
393,church,1,2
293,summer,0,4
335,sister,1,4
31,police,0,1
204,physical,1,2
980,summer,1,5
57,dog,1,3
839,approach,1,2
891,rabbit,1,3
133,cat,0,3
547,fire,0,1
973,quality,1,2
95,law,1,5
809,approach,1,2
591,national,0,4
3,rabbit,1,5
760,politics,1,1
981,summer,1,5
691,quality,1,3
489,fire,1,2
860,politics,1,2
944,education,1,4
842,approach,0,1
546,quality,0,1
102,cat,0,1
346,station,1,2
799,summer,1,1
987,quality,1,2
995,physical,1,4
838,dog,1,2
927,church,1,2
629,approach,1,5
296,quality,0,2
708,approach,0,4
618,hotel,1,2
614,politics,0,3
352,summer,0,3
679,church,0,4
162,cat,0,1
632,law,0,4
344,fire,1,3
707,sister,0,4
736,airline,1,4
976,rabbit,1,3
43,national,1,4
28,education,0,3
399,cat,1,3
167,education,0,4
437,police,0,3
185,physical,1,4
451,station,1,5
397,quality,1,4
574,fire,0,1
456,approach,1,4
385,sister,0,2
27,dog,1,5
28,fire,1,2
261,cat,0,4
410,hotel,0,5
976,hotel,1,3
371,approach,0,3
191,politics,0,3
60,cat,0,3
312,physical,1,5
70,station,1,4
570,station,1,5
831,sister,0,3
643,education,0,2
77,physical,1,3
436,dog,0,4
907,church,1,5
454,physical,0,5
160,quality,1,3
834,quality,0,4
146,national,1,1
262,sister,1,2
766,church,0,2
768,airline,0,5
743,church,0,1
743,church,0,2
28,summer,1,5
926,quality,1,5
806,quality,1,2
183,cat,1,2
350,airline,1,2
436,approach,1,3
876,dog,0,4
861,summer,1,4
88,airline,0,1
896,fire,1,4
813,dog,0,2
679,dog,1,5
953,law,1,2
673,quality,0,1
728,quality,1,4
916,education,0,3
836,quality,0,4
910,hotel,1,5
566,law,0,5
357,cat,1,2
461,church,0,1
593,rabbit,0,2
895,sister,0,3
13,politics,0,2
958,station,0,4
756,national,0,3
629,physical,0,4
89,law,1,4
991,politics,1,2
215,police,0,1
314,airline,1,2
897,airline,1,2
247,politics,1,3
186,sister,0,4
848,politics,1,4
190,fire,0,1
362,airline,0,4
242,hotel,1,2
622,station,0,1
783,station,0,2
264,airline,1,1
346,education,1,3
860,police,0,1
936,cat,0,5
86,police,1,5
873,physical,1,2
229,cat,0,3
23,approach,1,5
751,church,1,1
984,physical,1,4
542,dog,0,4
354,police,0,4
620,fire,1,4
691,quality,0,2
869,politics,1,3
110,quality,0,5
232,summer,1,3
362,physical,1,3
325,approach,0,1
154,church,0,1
869,hotel,1,1
557,approach,0,5
346,education,1,4
867,airline,0,2
764,national,0,5
1,hotel,1,2
301,cat,0,2
610,law,0,1
560,national,0,4
756,fire,0,1
986,national,1,2
872,education,1,4
762,hotel,1,3
493,law,1,3
852,national,0,1
257,station,1,3
965,politics,0,3
627,national,1,2
738,politics,1,3
214,church,0,1
736,dog,0,5
848,quality,0,1
223,dog,0,2
82,approach,0,3
875,station,0,4
845,summer,0,3
328,fire,1,3
912,dog,1,3
814,dog,0,4
455,station,1,2
425,summer,0,2
240,quality,1,3
216,quality,1,3
353,national,1,1
257,cat,1,1
864,law,0,4
435,cat,1,4
682,airline,1,3
636,rabbit,1,4
351,police,0,5
258,sister,1,3
49,rabbit,1,4
338,cat,0,3
297,police,1,2
606,education,1,1
393,summer,0,5
358,fire,0,3
845,national,0,5
338,police,1,5
551,cat,1,1
742,sister,1,5
641,fire,0,3
515,station,0,2
412,education,1,5
813,airline,0,2
47,approach,0,5
554,fire,0,4
209,police,1,1
810,quality,1,3
425,politics,0,5
290,police,1,2
117,police,0,4
458,church,0,4
414,church,1,4
383,approach,0,1
76,church,1,3
56,approach,1,3
518,station,0,2
579,hotel,1,5
379,sister,1,4
596,hotel,0,1
675,church,0,3
599,cat,0,4
708,approach,1,5
776,politics,1,1
185,politics,0,2
677,law,0,2
501,police,0,4
149,politics,0,5
841,summer,0,3
921,physical,1,3
871,law,0,5
636,police,1,3
631,rabbit,0,1
692,approach,0,3
521,station,0,5
655,law,0,5
238,education,0,5
565,summer,1,2
399,summer,0,5
359,politics,0,4
44,quality,1,5
311,hotel,0,5
317,sister,0,2
72,quality,0,5
510,dog,0,4
356,rabbit,0,1
766,national,0,1
537,church,0,3
890,fire,1,1
958,hotel,1,1
269,church,0,1
34,airline,1,3
989,politics,0,3
967,approach,1,4
346,police,0,3
806,church,1,4
93,sister,1,1
618,fire,1,4
114,church,0,4
405,police,0,4
412,police,1,5
556,education,1,4
573,quality,1,2
109,police,0,4
696,politics,0,4
873,police,1,2
761,law,1,3
513,approach,0,1
213,dog,0,1
840,politics,0,2
661,education,1,3
461,quality,1,3
970,airline,1,2
12,sister,1,5
115,summer,0,3
899,quality,1,4
934,station,1,3
714,dog,0,4
236,approach,0,5
303,physical,1,2
71,national,0,5
420,summer,0,3
445,politics,1,3
172,church,1,4
631,church,0,3
548,rabbit,0,3
165,fire,0,5
557,approach,0,1
127,quality,0,5
503,hotel,0,4
638,station,1,4
897,station,0,4
514,church,0,2
409,politics,0,5
524,station,1,2
904,approach,0,3
927,airline,0,5
789,physical,0,3
872,fire,0,1
86,station,1,5
344,church,0,3
867,law,0,1
214,politics,1,4
931,approach,0,2
229,quality,1,2
294,cat,1,2
803,rabbit,1,3
916,hotel,1,1
858,police,0,2
218,law,1,3
251,approach,1,4
375,station,0,2
992,hotel,1,4
897,airline,0,3
310,politics,0,1
192,law,0,5
20,station,0,3
179,police,1,2
110,fire,0,5
618,national,1,3
325,sister,0,3
334,politics,1,1
852,rabbit,1,1
199,hotel,1,2
524,quality,0,4
236,fire,1,3
953,airline,0,4
216,law,1,3
269,physical,1,2
182,fire,0,4
944,law,0,2
549,politics,1,1
93,physical,1,3
926,law,1,5
100,physical,0,4
145,church,1,3
281,airline,0,3
411,hotel,1,1
429,police,0,2
850,sister,1,2
941,summer,1,3
999,education,1,2
367,church,0,5
148,rabbit,0,1
145,dog,1,5
267,summer,0,4
656,law,1,2
285,fire,1,3
347,dog,1,2
889,politics,0,1
239,physical,0,5
459,politics,1,1
620,church,0,3
566,rabbit,0,2
862,sister,1,1
700,fire,0,3
878,summer,1,2
556,sister,1,1
406,church,1,4
220,church,0,2
723,cat,0,1
665,rabbit,0,4
775,politics,0,4
472,airline,0,2
596,station,0,4
429,rabbit,0,1
14,quality,0,4
976,approach,0,1
268,politics,1,5
732,law,1,1
332,sister,0,3
599,politics,1,4
705,physical,1,1
309,police,1,1
388,fire,0,1
236,station,0,3
144,station,1,1
447,education,0,3
991,police,0,3
881,fire,0,1
133,education,1,5
909,cat,0,5
661,national,1,1
769,police,0,2
933,sister,1,3
135,quality,1,2
434,sister,1,1
931,police,1,1
812,airline,1,1
241,quality,1,1
83,rabbit,0,4
564,law,1,4
875,cat,0,3
831,physical,0,5
470,politics,0,1
155,politics,1,1
700,dog,1,5
251,law,1,2
109,law,0,4
472,summer,1,5
738,hotel,1,5
548,dog,1,5
176,sister,0,2
650,dog,1,4
836,church,0,3
10,police,0,4
652,church,1,3
971,education,0,5
174,national,1,1
948,approach,1,3
473,rabbit,1,5
351,law,0,5
445,national,0,3
214,politics,0,5
869,approach,1,3
928,station,0,2
440,station,0,5
663,fire,0,4
707,physical,0,1
923,cat,0,1
707,politics,1,1
905,airline,0,2
853,sister,0,3
964,police,0,1
823,police,0,4
507,rabbit,1,1
392,church,0,4
762,cat,0,1
40,sister,0,5
199,summer,0,1
285,sister,0,5
789,sister,1,1
922,station,1,2
531,sister,1,2
429,station,1,1
619,physical,1,4
279,physical,0,5
897,cat,0,2
755,approach,1,1
786,summer,0,4
833,quality,0,4
110,dog,0,5
635,police,1,5
652,approach,1,3
680,fire,0,5
165,fire,0,3
448,sister,0,1
761,approach,0,2
461,cat,1,3
192,airline,1,4
755,church,0,4
938,law,0,2
354,fire,1,4
511,hotel,1,1
877,police,0,5
209,police,1,3
622,cat,1,2
861,airline,1,3
547,rabbit,1,2
336,church,1,2
760,national,0,1
175,cat,0,5
79,hotel,1,4
727,sister,1,4
801,sister,0,5
212,fire,1,1
719,sister,1,1
972,quality,0,5
171,hotel,1,2
171,education,1,1
1,fire,1,3
164,summer,1,3
937,rabbit,0,4
56,church,1,2
810,sister,1,5
339,sister,0,3
778,fire,0,3
933,church,1,3
484,rabbit,0,4
824,hotel,0,2
149,education,0,2
807,rabbit,1,5
482,airline,0,2
983,hotel,1,2
29,station,1,5
836,quality,1,1
718,church,1,2
230,law,0,3
308,dog,0,2
912,law,0,2
258,church,1,3
207,national,1,2
645,summer,1,2
745,church,1,2
743,education,1,2
713,quality,0,2
258,airline,1,1
657,approach,0,2
628,church,0,2
53,dog,0,1
737,quality,0,3
86,politics,0,5
4,law,0,3
669,law,1,3
702,sister,1,5
748,cat,1,4
979,sister,0,2
934,airline,1,4
768,rabbit,0,2
427,cat,1,2
749,cat,0,2
336,dog,1,5
585,airline,0,3
135,summer,0,2
728,summer,1,4
519,police,1,5
894,rabbit,0,4
725,approach,0,3
531,airline,0,3
860,cat,0,2
286,station,0,1
611,law,1,3
871,station,0,3
96,law,0,2
89,fire,1,5
763,sister,0,1
563,station,0,3
868,law,0,4
891,dog,0,4
650,airline,1,5
213,approach,1,4
942,hotel,1,5
927,station,0,5
462,law,1,2
720,church,1,4
595,cat,0,5
60,law,1,5
520,approach,0,1
286,politics,1,4
651,physical,0,5
746,hotel,1,2
872,approach,0,2
758,police,1,4
372,cat,0,5
530,rabbit,1,3
991,airline,0,1
37,national,1,1
883,station,0,2
775,physical,0,3
775,rabbit,1,5
617,cat,0,2
43,station,0,4
603,sister,0,4
562,education,1,1
187,rabbit,1,4
744,education,0,2
44,station,0,1
416,church,0,5
491,station,0,5
515,education,1,2
49,sister,0,5
394,dog,1,5
136,rabbit,0,1
519,police,1,2
338,station,0,1
151,church,1,2
178,station,1,5
574,rabbit,1,5
624,hotel,1,5
46,sister,1,3
392,approach,0,3
913,hotel,0,1
24,politics,0,3
16,quality,1,5
570,politics,0,3
972,quality,1,5
891,police,0,2
336,law,0,1
90,station,1,1
344,sister,0,1
905,quality,0,4
691,sister,0,1
430,hotel,0,2
425,law,0,4
729,physical,0,3
363,police,1,5
624,rabbit,0,2
410,station,0,2
778,church,1,3
312,station,0,1
214,airline,0,3
127,quality,1,5
258,church,0,5
415,airline,0,1
330,airline,0,2
738,sister,0,3
240,police,1,3
95,cat,1,4
361,approach,0,5
180,station,0,2
338,dog,1,3
114,quality,0,5
80,police,0,4
154,fire,0,1
235,education,0,1
64,physical,0,5
50,cat,0,5
867,station,0,2
732,airline,1,3
840,sister,0,5
836,hotel,0,5
954,station,1,1
186,national,1,5
790,fire,0,1
353,sister,1,5
902,education,0,3
1000,quality,1,2
597,politics,1,2
713,quality,0,5
409,physical,1,4
116,fire,1,3
877,sister,1,1
323,physical,0,4
385,police,0,1
914,rabbit,0,2
207,fire,1,1
442,hotel,0,5
456,cat,1,1
988,station,0,5
714,dog,0,3
924,cat,0,2
587,approach,0,1
37,law,0,1
392,dog,1,2
839,hotel,0,3
250,physical,0,2
780,cat,1,5
250,cat,0,4
159,cat,1,5
649,fire,1,5
780,airline,1,5
124,cat,0,1
992,quality,1,2
910,station,1,2
380,rabbit,0,2
765,rabbit,0,3
914,sister,0,4
502,education,1,1
494,physical,1,5
157,police,0,1
267,education,0,4
877,summer,0,3
632,airline,0,1
532,sister,1,3
826,church,1,3
695,education,0,1
923,physical,0,3
849,dog,1,2
170,physical,0,3
91,law,1,2
657,police,1,3
683,law,0,4
344,summer,0,3
102,police,1,4
753,station,0,2
842,station,0,5
46,politics,0,2
445,station,0,5
942,cat,0,5
519,physical,1,4
722,quality,0,1
320,church,0,3
735,station,0,3
529,sister,1,3
672,station,0,4
820,fire,1,3
739,airline,1,2
705,quality,1,5
609,law,1,3
338,cat,1,3
513,rabbit,1,3
491,physical,1,1
636,dog,0,2
329,dog,0,4
115,fire,1,4
938,approach,0,1
621,politics,1,4
20,politics,0,5
571,law,1,5
150,cat,0,4
873,church,0,2
636,education,1,2
797,cat,0,5
100,sister,0,1
827,cat,0,4
328,fire,0,3
531,fire,1,4
864,fire,0,1
9,church,1,4
264,rabbit,1,2
58,quality,0,4
681,national,0,2
826,station,1,2
181,law,0,4
231,politics,1,2
241,fire,0,3
908,national,0,1
270,rabbit,1,4
739,law,1,2
862,rabbit,1,5
812,physical,1,2
884,station,1,1
279,politics,1,5
417,law,1,4
41,church,0,5
75,quality,1,2
770,cat,1,4
818,hotel,1,1
354,church,0,5
901,politics,1,4
738,cat,0,2
842,dog,0,3
889,police,0,1
140,station,0,5
177,police,0,2
232,church,1,4
97,national,0,2
168,physical,0,3
944,law,1,3
24,quality,0,1
812,sister,1,1
33,approach,0,1
226,law,0,4
458,fire,1,4
934,cat,0,3
214,cat,0,4
856,physical,0,4
813,physical,1,4
133,quality,1,4
540,physical,1,1
753,quality,1,1
161,hotel,0,4
505,fire,0,5
384,education,0,5
439,approach,0,4
266,approach,1,1
892,sister,0,4
804,law,1,2
976,police,0,3
403,church,0,4
961,summer,1,2
356,education,0,3
365,fire,1,1
274,education,0,3
556,quality,1,3
328,sister,0,4
191,sister,1,5
943,cat,0,5
323,fire,1,1
962,politics,0,2
294,physical,1,1
959,police,1,5
439,national,0,4
192,rabbit,0,2
919,rabbit,0,4
55,station,1,2
438,airline,1,2
853,education,1,1
348,summer,0,2
296,rabbit,1,4
633,dog,0,3
579,law,0,1
89,church,0,5
591,police,1,4
607,police,1,2
249,cat,0,5
731,station,0,3
177,dog,1,2
242,cat,0,3
499,cat,1,2
28,politics,1,2
910,rabbit,0,4
228,cat,0,5
748,national,1,2
308,summer,0,1
88,national,0,3
158,airline,1,1
580,church,0,4
813,quality,1,3
741,national,0,3
248,law,0,4
239,summer,0,1
665,fire,1,4
306,cat,0,4
551,church,0,3
776,quality,0,2
940,hotel,0,2
597,airline,1,1
90,dog,0,2
392,station,0,5
357,physical,0,1
737,approach,1,1
373,politics,0,3
755,airline,0,2
299,dog,0,4
767,hotel,1,4
959,cat,1,4
694,cat,0,5
541,law,1,4
780,fire,1,2
525,rabbit,0,3
288,hotel,1,2
22,police,0,5
423,national,1,4
622,physical,1,1
829,dog,1,3
475,dog,1,3
783,approach,1,2
993,politics,1,2
604,physical,1,5
184,summer,1,2
747,quality,0,1
512,airline,0,3
762,church,0,5
466,national,0,2
112,police,1,2
231,rabbit,1,3
102,education,1,3
412,cat,1,4
152,hotel,1,4
262,approach,1,4
731,national,1,5
875,summer,1,3
443,fire,1,4
515,quality,1,5
790,hotel,0,2
953,police,0,2
660,quality,0,5
912,summer,0,2
652,airline,1,5
949,physical,0,1
706,church,1,3
837,cat,1,5
44,education,0,2
170,hotel,1,3
492,politics,1,2
39,physical,1,4
622,physical,0,3
835,station,1,1
657,police,1,5
134,station,0,5
18,law,0,4
898,national,1,2
734,law,1,4
431,quality,0,4
479,hotel,1,4
79,cat,0,1
537,dog,0,4
311,airline,1,1
296,law,1,4
718,hotel,1,5
991,dog,1,3
623,airline,1,3
199,physical,1,4
183,approach,0,3
334,law,1,5
737,station,1,4
811,dog,1,5
65,hotel,1,2
175,summer,0,5
634,hotel,0,4
121,sister,0,1
451,summer,0,1
471,law,1,1
218,police,1,3
154,fire,0,5
484,fire,1,4
975,physical,1,5
534,education,1,5
297,hotel,0,4
589,education,1,2
808,education,1,3
438,physical,0,2
630,rabbit,1,5
619,approach,0,4
272,fire,0,1
876,politics,1,4
212,station,0,3
223,quality,0,3
529,education,0,3
614,law,0,1
998,physical,1,1
868,approach,0,1
367,station,0,4
54,rabbit,1,1
680,cat,1,1
97,summer,1,4
264,summer,1,1
98,education,1,4
324,approach,1,2
504,summer,0,4
490,police,1,1
752,politics,0,4
195,education,1,3
260,church,1,3
697,approach,0,4
479,approach,1,1
783,airline,1,2
135,fire,0,2
658,national,1,3
14,law,0,1
980,airline,0,1
791,dog,1,2
115,physical,1,4
324,physical,0,5
252,church,0,5
229,station,1,4
792,rabbit,1,4
682,summer,1,4
820,fire,1,3
630,physical,0,3
498,sister,0,1
98,cat,0,3
317,police,1,1
910,quality,1,4
353,law,0,3
119,national,0,3
442,physical,0,5
917,rabbit,0,2
846,airline,0,4
709,church,1,5
64,station,0,1
940,hotel,1,2
433,approach,0,1
620,physical,0,5
339,station,0,1
816,national,0,1
621,station,0,1
636,summer,1,3
450,education,0,1
392,dog,0,1
256,national,0,4
426,hotel,1,5
673,church,1,3
837,airline,1,5
158,station,0,3
166,rabbit,1,5
408,national,1,4
445,sister,0,2
604,fire,0,5
13,sister,1,1
695,station,1,3
991,hotel,1,4
986,sister,1,2
298,national,0,5
306,dog,1,5
733,politics,0,5
689,politics,0,4
281,fire,0,2
526,education,1,5
69,summer,0,3
381,politics,0,5
9,fire,0,4
8,church,1,3
187,summer,1,4
381,summer,0,5
64,church,1,5
162,airline,0,3
328,summer,1,3
396,law,0,2
778,dog,1,4
577,national,0,1
882,physical,0,5
138,airline,1,2
892,dog,1,2
485,hotel,0,5
931,sister,0,1
245,education,1,5
144,education,0,1
341,police,0,4
625,summer,0,3
217,quality,0,2
81,airline,0,4
941,physical,0,1
987,law,0,3
480,law,1,4
53,education,0,2
173,rabbit,0,1
695,sister,1,5
652,summer,1,2
268,dog,0,4
15,summer,1,5
678,station,0,1
535,cat,1,3
529,church,0,3
596,physical,0,4
532,summer,0,3
154,hotel,0,4
697,politics,1,1
291,approach,1,3
357,law,0,4
537,station,0,2
832,law,1,1
450,airline,0,4
235,rabbit,1,5
636,fire,1,1
679,summer,1,1
643,physical,1,2
22,station,1,1
540,fire,1,4
27,police,0,4
919,airline,0,3
224,politics,0,2
859,education,0,1
374,police,1,2
584,rabbit,0,5
324,education,0,4
560,dog,1,2
452,airline,0,2
29,education,1,2
283,rabbit,1,5
953,fire,0,1
564,education,1,5
747,police,0,4
828,cat,0,4
922,politics,0,3
705,station,1,2
756,rabbit,0,4
608,quality,0,4
790,education,1,4
93,fire,1,3
402,physical,0,5
90,approach,1,3
6,sister,1,2
518,fire,0,2
595,sister,1,1
455,law,0,3
396,rabbit,1,2
692,police,0,5
207,rabbit,1,1
578,rabbit,1,3
685,sister,1,1
919,summer,1,1
158,church,0,5
17,airline,1,3
634,fire,0,3
950,dog,0,1
51,national,1,2
920,quality,0,2
20,station,0,1
571,cat,0,5
189,church,0,2
596,physical,0,4
391,airline,1,3
423,sister,0,5
516,physical,1,3
61,politics,1,5
472,cat,1,4
69,national,1,4
43,education,0,3
504,station,1,5
726,sister,1,2
121,church,0,4
908,sister,0,3
986,law,0,2
116,hotel,0,1
556,police,0,5
5,airline,1,4
147,station,0,2
363,education,0,1
959,national,0,4
390,approach,1,1
181,church,0,4
536,education,1,3
240,national,0,2
730,fire,0,3
185,cat,1,3
861,quality,0,1
586,national,0,5
858,approach,0,3
434,national,0,4
671,church,0,4
40,cat,0,5
639,law,1,2
195,approach,1,3
302,quality,1,3
842,summer,1,3
244,rabbit,0,5
939,education,1,5
701,physical,0,4
555,physical,0,2
427,sister,0,3
507,politics,1,4
61,education,0,4
785,dog,0,2
859,airline,0,4
920,airline,0,5
914,hotel,0,1
211,police,1,4
708,law,0,1
259,police,1,2
42,politics,0,2
566,politics,1,1
828,dog,1,1
971,fire,1,2
175,education,0,3
788,police,0,5
474,physical,0,1
249,national,1,3
861,fire,1,5
235,sister,0,1
55,sister,1,4
449,politics,0,4
416,police,1,2
922,airline,0,1
65,church,0,4
4,law,0,4
342,dog,0,3
233,hotel,0,3
333,airline,1,4
940,education,0,2
214,quality,0,1
595,dog,0,3
948,rabbit,0,2
627,law,1,3
597,hotel,0,5
310,physical,1,1
635,fire,0,2
370,education,0,2
453,summer,1,1
478,law,1,1
813,national,1,5
715,approach,1,1
939,education,1,5
657,politics,1,4
600,police,1,3
802,rabbit,1,4
508,church,0,2
581,police,0,1
817,station,1,3
88,rabbit,0,2
767,politics,1,5
369,police,1,4
501,approach,1,3
659,hotel,0,4
371,quality,0,2
957,fire,1,2
187,rabbit,1,3
483,airline,1,4
458,dog,1,5
467,dog,1,4
783,sister,0,2
941,dog,0,5
696,politics,1,3
960,sister,0,1
549,approach,1,3
463,fire,1,1
918,police,1,1
85,summer,1,4
125,physical,1,3
41,fire,0,2
282,national,1,2
171,summer,1,1
435,sister,0,2
223,cat,1,4
490,dog,0,4
962,law,0,1
863,law,1,4
296,church,0,1
203,fire,0,2
901,law,1,3
254,education,1,5
36,dog,1,5
582,quality,0,4
695,law,0,5
244,national,0,3
916,station,0,2
587,summer,0,1
304,national,1,5
985,hotel,0,4
279,rabbit,0,1
868,hotel,0,3
55,approach,1,2
610,summer,0,1
548,police,0,5
446,dog,1,1
587,fire,1,5
113,education,0,2
667,politics,1,3
468,education,0,3
327,sister,0,2
320,physical,1,2
87,cat,0,2
378,station,1,3
367,fire,0,5
51,approach,0,1
112,station,0,5
670,cat,1,2
443,fire,1,5
425,airline,1,1
431,summer,0,3
919,police,1,4
876,church,1,5
349,approach,0,4
854,hotel,1,5
90,cat,1,3
840,station,0,3
681,national,1,1
44,police,1,1
219,cat,0,1
383,sister,1,3
659,approach,0,5
659,cat,1,2
980,national,1,4
134,fire,1,5
243,approach,1,4
430,summer,1,4
354,police,0,3
787,sister,1,3
739,airline,1,4
681,police,1,4
378,fire,1,4
86,law,0,3
397,dog,0,5
536,police,0,5
54,cat,0,5
363,physical,0,4
712,dog,1,2
920,summer,0,1
905,approach,1,4
843,hotel,1,2
417,church,1,2
963,summer,1,3
198,airline,1,3
20,station,0,2
254,politics,0,5
6,sister,0,3
243,fire,1,4
239,national,0,4
187,dog,0,1
295,national,1,3
273,police,1,3
540,physical,1,5
665,station,1,4
70,physical,0,4
135,hotel,1,5
938,national,0,1
694,politics,0,4
740,airline,0,2
770,approach,0,4
168,approach,1,3
738,sister,1,3
597,law,0,3
101,rabbit,1,5
540,cat,0,1
112,airline,0,2
636,airline,1,3
390,airline,1,1
365,hotel,1,4
461,airline,1,4
836,national,0,5
32,summer,1,4
170,station,1,5
241,church,0,4
956,rabbit,1,1
5,church,0,4
161,sister,1,4
951,law,0,5
317,rabbit,1,2
583,summer,1,5
809,physical,0,5
465,law,0,2
143,politics,0,4
581,politics,1,3
220,summer,1,1
85,quality,1,2
155,airline,0,1
4,church,0,4
250,approach,0,2
257,sister,1,5
213,law,1,1
1000,law,0,2
49,station,1,1
245,police,1,1
853,quality,1,3
547,rabbit,0,5
82,dog,1,4
390,education,0,2
806,national,0,4
490,station,0,2
337,airline,1,3
635,education,0,3
948,cat,1,2
657,rabbit,1,4
907,physical,1,4
970,physical,0,2
873,church,0,4
582,national,0,5
442,approach,1,3
872,airline,1,5
90,dog,0,5
258,fire,1,1
157,approach,1,5
76,dog,1,1
930,dog,1,1
966,politics,0,1
943,rabbit,1,3
72,national,0,1
809,approach,1,2
283,education,0,3
699,dog,0,2
539,police,0,1
630,politics,0,4
224,law,0,1
823,law,1,5
772,hotel,0,3
918,approach,0,1
267,law,0,2
242,politics,1,5
793,approach,0,2
939,quality,1,2
624,quality,0,1
109,rabbit,1,3
388,politics,0,2
496,rabbit,1,4
221,approach,1,1
72,sister,1,3
178,cat,1,2
345,physical,0,4
570,station,1,1
297,fire,0,3
296,sister,1,4
11,hotel,0,1
13,police,1,3
131,cat,0,5
523,hotel,1,4
11,airline,0,5
740,approach,1,1
416,police,1,4
553,sister,1,2
193,station,0,1
404,politics,1,3
422,politics,1,3
308,education,1,2
265,airline,0,1
341,summer,1,4
957,sister,0,1
13,sister,1,3
197,station,1,2
54,national,1,2
475,police,0,3
499,law,0,4
181,physical,0,5
23,cat,1,4
903,fire,1,4
634,education,1,5
693,hotel,1,1
191,dog,1,1
680,approach,1,2
937,national,1,4
941,summer,0,3
909,station,0,5
25,summer,0,4
506,approach,0,3
397,airline,1,1
650,church,1,2
402,physical,1,2
939,station,0,2
283,law,1,2
595,station,0,4
117,politics,0,5
729,approach,0,1
255,church,1,2
775,cat,0,1
804,politics,0,2
709,politics,0,4
576,summer,1,4
836,church,1,1
910,police,0,3
285,physical,0,2
466,rabbit,1,2
805,approach,1,2
674,police,1,3
253,sister,0,3
116,police,0,5
549,police,1,4
542,physical,0,3
741,church,1,2
189,national,1,2
88,station,1,3
636,cat,0,2
974,cat,1,4
965,police,1,4
422,cat,0,5
582,quality,0,4
760,physical,0,1
332,quality,1,1
24,cat,1,1
247,law,0,4
488,approach,1,1
79,rabbit,0,2
158,station,1,4
838,education,0,1
372,station,1,3
442,sister,0,4
980,station,1,5
729,quality,1,4
215,physical,1,1
943,national,0,5
746,police,1,5
62,national,1,3
885,education,0,3
991,airline,0,5
781,law,0,5
351,approach,0,3
476,law,1,3
589,law,0,5
185,fire,0,2
555,quality,0,1
40,physical,1,5
194,dog,1,1
396,police,1,1
488,quality,0,3
536,airline,0,5
431,police,0,2
855,church,1,5
959,airline,0,4
375,church,0,2
280,physical,0,1
159,police,0,1
494,hotel,0,4
321,quality,0,5
514,police,0,3
263,summer,0,5
592,cat,1,1
726,police,0,3
131,law,1,4
878,law,1,1
296,sister,1,3
932,rabbit,1,5
39,quality,0,3
330,church,0,3
675,hotel,1,5
895,summer,1,2
290,quality,0,3
680,hotel,1,1
882,hotel,0,1
191,hotel,1,2
612,approach,0,3
263,police,0,5
715,approach,0,5
970,fire,1,2
721,education,0,1
517,approach,1,1
851,rabbit,1,3
461,politics,0,3
707,cat,0,5
712,dog,0,4
909,physical,0,5
244,politics,0,3
342,national,0,1
240,police,0,1
234,national,1,4
123,rabbit,0,3
850,cat,1,3
777,cat,1,4
393,sister,0,3
948,sister,0,4
876,police,1,1
332,physical,1,3
384,quality,1,4
847,church,0,2
920,police,0,5
921,politics,0,4
644,law,0,4
909,airline,1,2
